Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employer,1245,274,1519,Hlaingbwe,MMR003002
 Own account worker,13007,4182,17189,Hlaingbwe,MMR003002
 Contributing family worker,4585,4444,9029,Hlaingbwe,MMR003002
 Sought work,5577,2342,7919,Hlaingbwe,MMR003002
 Did not seek work,1696,919,2615,Hlaingbwe,MMR003002
 Full time student,8177,9865,18042,Hlaingbwe,MMR003002
 Household work,899,27015,27914,Hlaingbwe,MMR003002
" Pensioner, retired, elderly person",3363,4235,7598,Hlaingbwe,MMR003002
" Ill, disabled",699,601,1300,Hlaingbwe,MMR003002
 Other,7402,3229,10631,Hlaingbwe,MMR003002
 Total,56213,60599,116812,Hlaingbwe,MMR003002
 Employee (Government),1263,569,1832,Thandaunggyi,MMR003004
" Employee (Private, Org)",1327,376,1703,Thandaunggyi,MMR003004
 Employer,101,46,147,Thandaunggyi,MMR003004
 Own account worker,4413,1090,5503,Thandaunggyi,MMR003004
 Contributing family worker,1288,772,2060,Thandaunggyi,MMR003004
 Sought work,337,273,610,Thandaunggyi,MMR003004
 Did not seek work,54,68,122,Thandaunggyi,MMR003004
 Full time student,2237,2531,4768,Thandaunggyi,MMR003004
 Household work,101,4879,4980,Thandaunggyi,MMR003004
" Pensioner, retired, elderly person",299,537,836,Thandaunggyi,MMR003004
" Ill, disabled",97,114,211,Thandaunggyi,MMR003004
 Other,283,179,462,Thandaunggyi,MMR003004
 Total,11800,11434,23234,Thandaunggyi,MMR003004
 Employee (Government),384,307,691,Paingkyon(ST),MMR003002
" Employee (Private, Org)",2933,1069,4002,Paingkyon(ST),MMR003002
 Employer,417,126,543,Paingkyon(ST),MMR003002
 Own account worker,10924,3986,14910,Paingkyon(ST),MMR003002
 Contributing family worker,2620,2083,4703,Paingkyon(ST),MMR003002
 Sought work,2872,1699,4571,Paingkyon(ST),MMR003002
 Did not seek work,945,528,1473,Paingkyon(ST),MMR003002
 Full time student,3807,4802,8609,Paingkyon(ST),MMR003002
 Household work,726,15362,16088,Paingkyon(ST),MMR003002
" Pensioner, retired, elderly person",1796,2592,4388,Paingkyon(ST),MMR003002
" Ill, disabled",334,361,695,Paingkyon(ST),MMR003002
 Other,3533,1702,5235,Paingkyon(ST),MMR003002
 Total,31291,34617,65908,Paingkyon(ST),MMR003002
 Employee (Government),47,16,63,Shan Ywathit(ST),MMR003002
" Employee (Private, Org)",800,217,1017,Shan Ywathit(ST),MMR003002
 Employer,63,13,76,Shan Ywathit(ST),MMR003002
 Own account worker,3101,897,3998,Shan Ywathit(ST),MMR003002
 Contributing family worker,2225,2128,4353,Shan Ywathit(ST),MMR003002
 Sought work,164,115,279,Shan Ywathit(ST),MMR003002
 Did not seek work,247,185,432,Shan Ywathit(ST),MMR003002
 Full time student,582,738,1320,Shan Ywathit(ST),MMR003002
 Household work,154,2904,3058,Shan Ywathit(ST),MMR003002
" Pensioner, retired, elderly person",140,229,369,Shan Ywathit(ST),MMR003002
" Ill, disabled",27,22,49,Shan Ywathit(ST),MMR003002
 Other,324,181,505,Shan Ywathit(ST),MMR003002
 Total,7874,7645,15519,Shan Ywathit(ST),MMR003002
 Employee (Government),373,323,696,Leiktho(ST),MMR003004
" Employee (Private, Org)",595,254,849,Leiktho(ST),MMR003004
 Employer,218,69,287,Leiktho(ST),MMR003004
 Own account worker,9220,2953,12173,Leiktho(ST),MMR003004
 Contributing family worker,2132,2326,4458,Leiktho(ST),MMR003004
 Sought work,733,442,1175,Leiktho(ST),MMR003004
 Did not seek work,76,47,123,Leiktho(ST),MMR003004
 Full time student,2931,3141,6072,Leiktho(ST),MMR003004
 Household work,246,6454,6700,Leiktho(ST),MMR003004
" Pensioner, retired, elderly person",464,687,1151,Leiktho(ST),MMR003004
" Ill, disabled",135,126,261,Leiktho(ST),MMR003004
 Other,584,470,1054,Leiktho(ST),MMR003004
 Total,17707,17292,34999,Leiktho(ST),MMR003004
 Employee (Government),86,82,168,Bawgali(ST),MMR003004
" Employee (Private, Org)",294,115,409,Bawgali(ST),MMR003004
 Employer,41,14,55,Bawgali(ST),MMR003004
 Own account worker,3344,1895,5239,Bawgali(ST),MMR003004
 Contributing family worker,920,639,1559,Bawgali(ST),MMR003004
 Sought work,72,69,141,Bawgali(ST),MMR003004
 Did not seek work,24,33,57,Bawgali(ST),MMR003004
 Full time student,955,1045,2000,Bawgali(ST),MMR003004
 Household work,127,2218,2345,Bawgali(ST),MMR003004
" Pensioner, retired, elderly person",244,334,578,Bawgali(ST),MMR003004
" Ill, disabled",39,37,76,Bawgali(ST),MMR003004
 Other,241,152,393,Bawgali(ST),MMR003004
 Total,6387,6633,13020,Bawgali(ST),MMR003004
 Employee (Government),1142,201,1343,Pharpon,MMR003003
" Employee (Private, Org)",847,268,1115,Pharpon,MMR003003
 Employer,36,14,50,Pharpon,MMR003003
 Own account worker,921,376,1297,Pharpon,MMR003003
 Contributing family worker,302,331,633,Pharpon,MMR003003
 Sought work,539,283,822,Pharpon,MMR003003
 Did not seek work,226,142,368,Pharpon,MMR003003
 Full time student,1238,1235,2473,Pharpon,MMR003003
 Household work,200,1717,1917,Pharpon,MMR003003
" Pensioner, retired, elderly person",167,220,387,Pharpon,MMR003003
" Ill, disabled",30,29,59,Pharpon,MMR003003
 Other,398,255,653,Pharpon,MMR003003
 Total,6046,5071,11117,Pharpon,MMR003003
 Employee (Government),769,170,939,Kamamaung(ST},MMR003003
" Employee (Private, Org)",2123,500,2623,Kamamaung(ST},MMR003003
 Employer,107,36,143,Kamamaung(ST},MMR003003
 Own account worker,1618,1067,2685,Kamamaung(ST},MMR003003
 Contributing family worker,460,398,858,Kamamaung(ST},MMR003003
 Sought work,338,130,468,Kamamaung(ST},MMR003003
 Did not seek work,145,42,187,Kamamaung(ST},MMR003003
 Full time student,1461,1512,2973,Kamamaung(ST},MMR003003
 Household work,213,3574,3787,Kamamaung(ST},MMR003003
" Pensioner, retired, elderly person",315,409,724,Kamamaung(ST},MMR003003
" Ill, disabled",107,67,174,Kamamaung(ST},MMR003003
 Other,80,30,110,Kamamaung(ST},MMR003003
 Total,7736,7935,15671,Kamamaung(ST},MMR003003
 Employee (Government),3299,958,4257,Myawady,MMR003005
" Employee (Private, Org)",22669,7675,30344,Myawady,MMR003005
 Employer,2162,638,2800,Myawady,MMR003005
 Own account worker,21536,9728,31264,Myawady,MMR003005
 Contributing family worker,4783,4580,9363,Myawady,MMR003005
 Sought work,3106,1456,4562,Myawady,MMR003005
 Did not seek work,693,427,1120,Myawady,MMR003005
 Full time student,9860,9888,19748,Myawady,MMR003005
 Household work,1589,33250,34839,Myawady,MMR003005
" Pensioner, retired, elderly person",2300,3023,5323,Myawady,MMR003005
" Ill, disabled",561,386,947,Myawady,MMR003005
 Other,5093,2724,7817,Myawady,MMR003005
 Total,77651,74733,152384,Myawady,MMR003005
 Employee (Government),28,10,38,Sugali(ST),MMR003005
" Employee (Private, Org)",270,113,383,Sugali(ST),MMR003005
 Employer,111,87,198,Sugali(ST),MMR003005
 Own account worker,896,278,1174,Sugali(ST),MMR003005
 Contributing family worker,347,299,646,Sugali(ST),MMR003005
 Sought work,18,9,27,Sugali(ST),MMR003005
 Did not seek work,9,1,10,Sugali(ST),MMR003005
 Full time student,262,283,545,Sugali(ST),MMR003005
 Household work,19,740,759,Sugali(ST),MMR003005
" Pensioner, retired, elderly person",37,49,86,Sugali(ST),MMR003005
" Ill, disabled",8,9,17,Sugali(ST),MMR003005
 Other,180,91,271,Sugali(ST),MMR003005
 Total,2185,1969,4154,Sugali(ST),MMR003005
 Employee (Government),54,19,73,Wawlaymyaing(ST),MMR003005
" Employee (Private, Org)",766,279,1045,Wawlaymyaing(ST),MMR003005
 Employer,68,27,95,Wawlaymyaing(ST),MMR003005
 Own account worker,895,414,1309,Wawlaymyaing(ST),MMR003005
 Contributing family worker,462,400,862,Wawlaymyaing(ST),MMR003005
 Sought work,24,14,38,Wawlaymyaing(ST),MMR003005
 Did not seek work,14,10,24,Wawlaymyaing(ST),MMR003005
 Full time student,455,469,924,Wawlaymyaing(ST),MMR003005
 Household work,39,1034,1073,Wawlaymyaing(ST),MMR003005
" Pensioner, retired, elderly person",44,56,100,Wawlaymyaing(ST),MMR003005
" Ill, disabled",19,12,31,Wawlaymyaing(ST),MMR003005
 Other,722,453,1175,Wawlaymyaing(ST),MMR003005
 Total,3562,3187,6749,Wawlaymyaing(ST),MMR003005
 Employee (Government),2729,1873,4602,Kawkareik,MMR003006
" Employee (Private, Org)",8901,3331,12232,Kawkareik,MMR003006
 Employer,2069,806,2875,Kawkareik,MMR003006
 Own account worker,25446,13819,39265,Kawkareik,MMR003006
 Contributing family worker,7812,9989,17801,Kawkareik,MMR003006
 Sought work,4564,2330,6894,Kawkareik,MMR003006
 Did not seek work,824,367,1191,Kawkareik,MMR003006
 Full time student,12338,14292,26630,Kawkareik,MMR003006
 Household work,2500,31716,34216,Kawkareik,MMR003006
" Pensioner, retired, elderly person",4232,5925,10157,Kawkareik,MMR003006
" Ill, disabled",1094,1060,2154,Kawkareik,MMR003006
 Other,7390,4087,11477,Kawkareik,MMR003006
 Total,79899,89595,169494,Kawkareik,MMR003006
 Employee (Government),1204,792,1996,Kyarinseikkyi,MMR003007
" Employee (Private, Org)",5755,3533,9288,Kyarinseikkyi,MMR003007
 Employer,874,504,1378,Kyarinseikkyi,MMR003007
 Own account worker,14894,8522,23416,Kyarinseikkyi,MMR003007
 Contributing family worker,5188,7508,12696,Kyarinseikkyi,MMR003007
 Sought work,1348,780,2128,Kyarinseikkyi,MMR003007
 Did not seek work,550,381,931,Kyarinseikkyi,MMR003007
 Full time student,5296,6431,11727,Kyarinseikkyi,MMR003007
 Household work,441,10730,11171,Kyarinseikkyi,MMR003007
" Pensioner, retired, elderly person",1849,2347,4196,Kyarinseikkyi,MMR003007
" Ill, disabled",526,498,1024,Kyarinseikkyi,MMR003007
 Other,1735,594,2329,Kyarinseikkyi,MMR003007
 Total,39660,42620,82280,Kyarinseikkyi,MMR003007
 Employee (Government),266,270,536,Payarthonezu(ST),MMR003007
" Employee (Private, Org)",7135,4686,11821,Payarthonezu(ST),MMR003007
 Employer,762,228,990,Payarthonezu(ST),MMR003007
 Own account worker,11408,3948,15356,Payarthonezu(ST),MMR003007
 Contributing family worker,3692,2858,6550,Payarthonezu(ST),MMR003007
 Sought work,1502,758,2260,Payarthonezu(ST),MMR003007
 Did not seek work,638,326,964,Payarthonezu(ST),MMR003007
 Full time student,4412,5247,9659,Payarthonezu(ST),MMR003007
 Household work,439,14017,14456,Payarthonezu(ST),MMR003007
" Pensioner, retired, elderly person",1054,1525,2579,Payarthonezu(ST),MMR003007
" Ill, disabled",266,200,466,Payarthonezu(ST),MMR003007
 Other,1898,782,2680,Payarthonezu(ST),MMR003007
 Total,33472,34845,68317,Payarthonezu(ST),MMR003007
 Employee (Government),171,98,269,Kyaidon(ST),MMR003007
" Employee (Private, Org)",1234,343,1577,Kyaidon(ST),MMR003007
 Employer,152,49,201,Kyaidon(ST),MMR003007
 Own account worker,9594,2854,12448,Kyaidon(ST),MMR003007
 Contributing family worker,4720,6487,11207,Kyaidon(ST),MMR003007
 Sought work,306,143,449,Kyaidon(ST),MMR003007
 Did not seek work,76,44,120,Kyaidon(ST),MMR003007
 Full time student,2687,2918,5605,Kyaidon(ST),MMR003007
 Household work,363,6341,6704,Kyaidon(ST),MMR003007
" Pensioner, retired, elderly person",471,646,1117,Kyaidon(ST),MMR003007
" Ill, disabled",122,145,267,Kyaidon(ST),MMR003007
 Other,1372,704,2076,Kyaidon(ST),MMR003007
 Total,21268,20772,42040,Kyaidon(ST),MMR003007
 Employee (Government),1762,1393,3155,HaKa,MMR004002
" Employee (Private, Org)",1825,389,2214,HaKa,MMR004002
 Employer,169,90,259,HaKa,MMR004002
 Own account worker,3869,1456,5325,HaKa,MMR004002
 Contributing family worker,2103,2014,4117,HaKa,MMR004002
 Sought work,526,409,935,HaKa,MMR004002
 Did not seek work,266,119,385,HaKa,MMR004002
 Full time student,4121,4399,8520,HaKa,MMR004002
 Household work,466,7584,8050,HaKa,MMR004002
" Pensioner, retired, elderly person",1037,1078,2115,HaKa,MMR004002
" Ill, disabled",333,359,692,HaKa,MMR004002
 Other,868,419,1287,HaKa,MMR004002
 Total,17345,19709,37054,HaKa,MMR004002
 Employee (Government),695,461,1156,Thantlang,MMR004003
" Employee (Private, Org)",615,258,873,Thantlang,MMR004003
 Employer,48,14,62,Thantlang,MMR004003
 Own account worker,4763,2097,6860,Thantlang,MMR004003
 Contributing family worker,4093,5139,9232,Thantlang,MMR004003
 Sought work,249,187,436,Thantlang,MMR004003
 Did not seek work,194,107,301,Thantlang,MMR004003
 Full time student,4530,4369,8899,Thantlang,MMR004003
 Household work,422,4831,5253,Thantlang,MMR004003
" Pensioner, retired, elderly person",842,1116,1958,Thantlang,MMR004003
" Ill, disabled",316,371,687,Thantlang,MMR004003
 Other,535,223,758,Thantlang,MMR004003
 Total,17302,19173,36475,Thantlang,MMR004003
 Employee (Government),1067,943,2010,Falam,MMR004001
" Employee (Private, Org)",1307,555,1862,Falam,MMR004001
 Employer,114,34,148,Falam,MMR004001
 Own account worker,3807,2309,6116,Falam,MMR004001
 Contributing family worker,3308,4737,8045,Falam,MMR004001
 Sought work,457,342,799,Falam,MMR004001
 Did not seek work,116,103,219,Falam,MMR004001
 Full time student,3654,3943,7597,Falam,MMR004001
 Household work,296,1874,2170,Falam,MMR004001
" Pensioner, retired, elderly person",594,660,1254,Falam,MMR004001
" Ill, disabled",226,287,513,Falam,MMR004001
 Other,237,168,405,Falam,MMR004001
 Total,15183,15955,31138,Falam,MMR004001
 Employee (Government),988,1079,2067,Tedim,MMR004004
" Employee (Private, Org)",1076,429,1505,Tedim,MMR004004
 Employer,121,75,196,Tedim,MMR004004
 Own account worker,4062,1741,5803,Tedim,MMR004004
 Contributing family worker,9329,9059,18388,Tedim,MMR004004
 Sought work,2119,1199,3318,Tedim,MMR004004
 Did not seek work,455,325,780,Tedim,MMR004004
 Full time student,7523,7818,15341,Tedim,MMR004004
 Household work,1442,9272,10714,Tedim,MMR004004
" Pensioner, retired, elderly person",1309,1452,2761,Tedim,MMR004004
" Ill, disabled",382,482,864,Tedim,MMR004004
 Other,992,708,1700,Tedim,MMR004004
 Total,29798,33639,63437,Tedim,MMR004004
 Employee (Government),366,229,595,Tonzaung,MMR004005
" Employee (Private, Org)",234,50,284,Tonzaung,MMR004005
 Employer,22,4,26,Tonzaung,MMR004005
 Own account worker,1985,1183,3168,Tonzaung,MMR004005
 Contributing family worker,1194,1058,2252,Tonzaung,MMR004005
 Sought work,353,171,524,Tonzaung,MMR004005
 Did not seek work,100,60,160,Tonzaung,MMR004005
 Full time student,1832,1914,3746,Tonzaung,MMR004005
 Household work,135,2097,2232,Tonzaung,MMR004005
" Pensioner, retired, elderly person",302,431,733,Tonzaung,MMR004005
" Ill, disabled",86,107,193,Tonzaung,MMR004005
 Other,199,128,327,Tonzaung,MMR004005
 Total,6808,7432,14240,Tonzaung,MMR004005
 Employee (Government),119,55,174,Rihkhuadal(ST),MMR004001
" Employee (Private, Org)",350,94,444,Rihkhuadal(ST),MMR004001
 Employer,14,8,22,Rihkhuadal(ST),MMR004001
 Own account worker,552,212,764,Rihkhuadal(ST),MMR004001
 Contributing family worker,572,629,1201,Rihkhuadal(ST),MMR004001
 Sought work,73,48,121,Rihkhuadal(ST),MMR004001
 Did not seek work,3,1,4,Rihkhuadal(ST),MMR004001
 Full time student,569,616,1185,Rihkhuadal(ST),MMR004001
 Household work,37,646,683,Rihkhuadal(ST),MMR004001
" Pensioner, retired, elderly person",86,98,184,Rihkhuadal(ST),MMR004001
" Ill, disabled",29,33,62,Rihkhuadal(ST),MMR004001
 Other,107,73,180,Rihkhuadal(ST),MMR004001
 Total,2511,2513,5024,Rihkhuadal(ST),MMR004001
 Employee (Government),174,81,255,Cikha(ST),MMR004005
" Employee (Private, Org)",68,24,92,Cikha(ST),MMR004005
 Employer,1,-,1,Cikha(ST),MMR004005
 Own account worker,13,8,21,Cikha(ST),MMR004005
 Contributing family worker,2435,2227,4662,Cikha(ST),MMR004005
 Sought work,63,39,102,Cikha(ST),MMR004005
 Did not seek work,15,13,28,Cikha(ST),MMR004005
 Full time student,915,862,1777,Cikha(ST),MMR004005
 Household work,18,375,393,Cikha(ST),MMR004005
" Pensioner, retired, elderly person",220,317,537,Cikha(ST),MMR004005
" Ill, disabled",37,50,87,Cikha(ST),MMR004005
 Other,33,27,60,Cikha(ST),MMR004005
 Total,3992,4023,8015,Cikha(ST),MMR004005
 Employee (Government),1006,662,1668,Mindat,MMR004006
" Employee (Private, Org)",826,355,1181,Mindat,MMR004006
 Employer,45,38,83,Mindat,MMR004006
 Own account worker,3040,3259,6299,Mindat,MMR004006
 Contributing family worker,2358,3910,6268,Mindat,MMR004006
 Sought work,352,253,605,Mindat,MMR004006
 Did not seek work,32,31,63,Mindat,MMR004006
 Full time student,3995,4139,8134,Mindat,MMR004006
 Household work,144,2604,2748,Mindat,MMR004006
" Pensioner, retired, elderly person",730,792,1522,Mindat,MMR004006
" Ill, disabled",187,197,384,Mindat,MMR004006
 Other,496,273,769,Mindat,MMR004006
 Total,13211,16513,29724,Mindat,MMR004006
 Employee (Government),1132,549,1681,Matupi,MMR004007
" Employee (Private, Org)",1009,583,1592,Matupi,MMR004007
 Employer,130,145,275,Matupi,MMR004007
 Own account worker,2363,1497,3860,Matupi,MMR004007
 Contributing family worker,2844,2594,5438,Matupi,MMR004007
 Sought work,557,297,854,Matupi,MMR004007
 Did not seek work,129,67,196,Matupi,MMR004007
 Full time student,4053,4281,8334,Matupi,MMR004007
 Household work,222,4111,4333,Matupi,MMR004007
" Pensioner, retired, elderly person",687,887,1574,Matupi,MMR004007
" Ill, disabled",135,152,287,Matupi,MMR004007
 Other,215,186,401,Matupi,MMR004007
 Total,13476,15349,28825,Matupi,MMR004007
 Employee (Government),535,307,842,Kanpalet,MMR004008
" Employee (Private, Org)",654,151,805,Kanpalet,MMR004008
 Employer,32,26,58,Kanpalet,MMR004008
 Own account worker,1373,776,2149,Kanpalet,MMR004008
 Contributing family worker,1224,1398,2622,Kanpalet,MMR004008
 Sought work,192,135,327,Kanpalet,MMR004008
 Did not seek work,37,24,61,Kanpalet,MMR004008
 Full time student,2179,1937,4116,Kanpalet,MMR004008
 Household work,193,2487,2680,Kanpalet,MMR004008
" Pensioner, retired, elderly person",258,387,645,Kanpalet,MMR004008
" Ill, disabled",61,86,147,Kanpalet,MMR004008
 Other,220,116,336,Kanpalet,MMR004008
 Total,6958,7830,14788,Kanpalet,MMR004008
 Employee (Government),965,458,1423,Paletwat,MMR004009
" Employee (Private, Org)",617,125,742,Paletwat,MMR004009
 Employer,283,198,481,Paletwat,MMR004009
 Own account worker,9626,4205,13831,Paletwat,MMR004009
 Contributing family worker,3092,9418,12510,Paletwat,MMR004009
 Sought work,435,361,796,Paletwat,MMR004009
 Did not seek work,85,53,138,Paletwat,MMR004009
 Full time student,5421,4597,10018,Paletwat,MMR004009
 Household work,332,4219,4551,Paletwat,MMR004009
" Pensioner, retired, elderly person",608,1129,1737,Paletwat,MMR004009
" Ill, disabled",178,217,395,Paletwat,MMR004009
 Other,519,319,838,Paletwat,MMR004009
 Total,22161,25299,47460,Paletwat,MMR004009
 Employee (Government),150,103,253,Reazu(ST),MMR004007
" Employee (Private, Org)",256,175,431,Reazu(ST),MMR004007
 Employer,6,3,9,Reazu(ST),MMR004007
 Own account worker,450,384,834,Reazu(ST),MMR004007
 Contributing family worker,1334,1472,2806,Reazu(ST),MMR004007
 Sought work,136,90,226,Reazu(ST),MMR004007
 Did not seek work,80,76,156,Reazu(ST),MMR004007
 Full time student,930,1114,2044,Reazu(ST),MMR004007
 Household work,100,1278,1378,Reazu(ST),MMR004007
" Pensioner, retired, elderly person",175,293,468,Reazu(ST),MMR004007
" Ill, disabled",53,70,123,Reazu(ST),MMR004007
 Other,65,62,127,Reazu(ST),MMR004007
 Total,3735,5120,8855,Reazu(ST),MMR004007
 Employee (Government),310,73,383,Sami(ST),MMR004009
" Employee (Private, Org)",833,138,971,Sami(ST),MMR004009
 Employer,52,29,81,Sami(ST),MMR004009
 Own account worker,4451,2533,6984,Sami(ST),MMR004009
 Contributing family worker,1044,1183,2227,Sami(ST),MMR004009
 Sought work,270,153,423,Sami(ST),MMR004009
 Did not seek work,56,55,111,Sami(ST),MMR004009
 Full time student,3196,2799,5995,Sami(ST),MMR004009
 Household work,109,4058,4167,Sami(ST),MMR004009
" Pensioner, retired, elderly person",279,498,777,Sami(ST),MMR004009
" Ill, disabled",78,101,179,Sami(ST),MMR004009
