Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Total,3328,10862,14190,Pharpon,MMR003003
 Citizenship Scrutiny Card (pink),6174,2688,8862,Kamamaung(ST},MMR003003
 Associate Scrutiny Card (blue),4,1,5,Kamamaung(ST},MMR003003
 Naturalised Scrutiny Card (green),27,2,29,Kamamaung(ST},MMR003003
 National Registration Card (3-fold),294,46,340,Kamamaung(ST},MMR003003
 Religious card,35,7,42,Kamamaung(ST},MMR003003
 Temporary Registration Card (white),182,4,186,Kamamaung(ST},MMR003003
 Foreign Passport,1,-,1,Kamamaung(ST},MMR003003
 None,3967,2239,6206,Kamamaung(ST},MMR003003
 Child under 10 years,3308,1916,5224,Kamamaung(ST},MMR003003
 Total,13992,6903,20895,Kamamaung(ST},MMR003003
 Citizenship Scrutiny Card (pink),58576,30413,88989,Myawady,MMR003005
 Associate Scrutiny Card (blue),54,56,110,Myawady,MMR003005
 Naturalised Scrutiny Card (green),270,153,423,Myawady,MMR003005
 National Registration Card (3-fold),1692,694,2386,Myawady,MMR003005
 Religious card,507,234,741,Myawady,MMR003005
 Temporary Registration Card (white),730,518,1248,Myawady,MMR003005
 Foreign Registration Card (FRC),5,6,11,Myawady,MMR003005
 Foreign Passport,26,31,57,Myawady,MMR003005
 None,27864,30555,58419,Myawady,MMR003005
 Child under 10 years,23431,19809,43240,Myawady,MMR003005
 Total,113155,82469,195624,Myawady,MMR003005
 Citizenship Scrutiny Card (pink),178,1618,1796,Sugali(ST),MMR003005
 Associate Scrutiny Card (blue),-,2,2,Sugali(ST),MMR003005
 Naturalised Scrutiny Card (green),-,1,1,Sugali(ST),MMR003005
 National Registration Card (3-fold),-,13,13,Sugali(ST),MMR003005
 Religious card,-,17,17,Sugali(ST),MMR003005
 Temporary Registration Card (white),-,22,22,Sugali(ST),MMR003005
 Foreign Registration Card (FRC),-,2,2,Sugali(ST),MMR003005
 Foreign Passport,-,8,8,Sugali(ST),MMR003005
 None,77,2216,2293,Sugali(ST),MMR003005
 Child under 10 years,87,1462,1549,Sugali(ST),MMR003005
 Total,342,5361,5703,Sugali(ST),MMR003005
 Citizenship Scrutiny Card (pink),1593,1915,3508,Wawlaymyaing(ST),MMR003005
 Associate Scrutiny Card (blue),1,1,2,Wawlaymyaing(ST),MMR003005
 Naturalised Scrutiny Card (green),2,9,11,Wawlaymyaing(ST),MMR003005
 National Registration Card (3-fold),9,25,34,Wawlaymyaing(ST),MMR003005
 Religious card,1,13,14,Wawlaymyaing(ST),MMR003005
 Temporary Registration Card (white),26,43,69,Wawlaymyaing(ST),MMR003005
 Foreign Passport,-,1,1,Wawlaymyaing(ST),MMR003005
 None,695,2415,3110,Wawlaymyaing(ST),MMR003005
 Child under 10 years,756,1708,2464,Wawlaymyaing(ST),MMR003005
 Total,3083,6130,9213,Wawlaymyaing(ST),MMR003005
 Citizenship Scrutiny Card (pink),22625,72910,95535,Kawkareik,MMR003006
 Associate Scrutiny Card (blue),17,59,76,Kawkareik,MMR003006
 Naturalised Scrutiny Card (green),232,417,649,Kawkareik,MMR003006
 National Registration Card (3-fold),617,3648,4265,Kawkareik,MMR003006
 Religious card,182,728,910,Kawkareik,MMR003006
 Temporary Registration Card (white),959,676,1635,Kawkareik,MMR003006
 Foreign Registration Card (FRC),16,3,19,Kawkareik,MMR003006
 Foreign Passport,8,52,60,Kawkareik,MMR003006
 None,10326,56019,66345,Kawkareik,MMR003006
 Child under 10 years,7968,42880,50848,Kawkareik,MMR003006
 Total,42950,177392,220342,Kawkareik,MMR003006
 Citizenship Scrutiny Card (pink),5133,42122,47255,Kyarinseikkyi,MMR003007
 Associate Scrutiny Card (blue),4,45,49,Kyarinseikkyi,MMR003007
 Naturalised Scrutiny Card (green),25,185,210,Kyarinseikkyi,MMR003007
 National Registration Card (3-fold),177,1829,2006,Kyarinseikkyi,MMR003007
 Religious card,49,294,343,Kyarinseikkyi,MMR003007
 Temporary Registration Card (white),121,557,678,Kyarinseikkyi,MMR003007
 Foreign Registration Card (FRC),-,6,6,Kyarinseikkyi,MMR003007
 Foreign Passport,-,31,31,Kyarinseikkyi,MMR003007
 None,1953,29749,31702,Kyarinseikkyi,MMR003007
 Child under 10 years,1623,22524,24147,Kyarinseikkyi,MMR003007
 Total,9085,97342,106427,Kyarinseikkyi,MMR003007
 Citizenship Scrutiny Card (pink),14051,20679,34730,Payarthonezu(ST),MMR003007
 Associate Scrutiny Card (blue),30,18,48,Payarthonezu(ST),MMR003007
 Naturalised Scrutiny Card (green),86,66,152,Payarthonezu(ST),MMR003007
 National Registration Card (3-fold),402,488,890,Payarthonezu(ST),MMR003007
 Religious card,190,158,348,Payarthonezu(ST),MMR003007
 Temporary Registration Card (white),259,155,414,Payarthonezu(ST),MMR003007
 Foreign Registration Card (FRC),7,16,23,Payarthonezu(ST),MMR003007
 Foreign Passport,13,39,52,Payarthonezu(ST),MMR003007
 None,6995,24665,31660,Payarthonezu(ST),MMR003007
 Child under 10 years,5278,16889,22167,Payarthonezu(ST),MMR003007
 Total,27311,63173,90484,Payarthonezu(ST),MMR003007
 Citizenship Scrutiny Card (pink),2283,12031,14314,Kyaidon(ST),MMR003007
 Associate Scrutiny Card (blue),-,15,15,Kyaidon(ST),MMR003007
 Naturalised Scrutiny Card (green),4,27,31,Kyaidon(ST),MMR003007
 National Registration Card (3-fold),28,285,313,Kyaidon(ST),MMR003007
 Religious card,5,73,78,Kyaidon(ST),MMR003007
 Temporary Registration Card (white),6,200,206,Kyaidon(ST),MMR003007
 Foreign Registration Card (FRC),-,13,13,Kyaidon(ST),MMR003007
 Foreign Passport,-,5,5,Kyaidon(ST),MMR003007
 None,479,26586,27065,Kyaidon(ST),MMR003007
 Child under 10 years,710,15188,15898,Kyaidon(ST),MMR003007
 Total,3515,54423,57938,Kyaidon(ST),MMR003007
 Citizenship Scrutiny Card (pink),16410,12726,29136,HaKa,MMR004002
 Associate Scrutiny Card (blue),11,4,15,HaKa,MMR004002
 Naturalised Scrutiny Card (green),5,7,12,HaKa,MMR004002
 National Registration Card (3-fold),13,51,64,HaKa,MMR004002
 Religious card,31,2,33,HaKa,MMR004002
 Temporary Registration Card (white),21,87,108,HaKa,MMR004002
 Foreign Registration Card (FRC),1,1,2,HaKa,MMR004002
 Foreign Passport,17,7,24,HaKa,MMR004002
 None,3459,4201,7660,HaKa,MMR004002
 Child under 10 years,4958,6340,11298,HaKa,MMR004002
 Total,24926,23426,48352,HaKa,MMR004002
 Citizenship Scrutiny Card (pink),5151,23116,28267,Thantlang,MMR004003
 Associate Scrutiny Card (blue),-,6,6,Thantlang,MMR004003
 Naturalised Scrutiny Card (green),-,6,6,Thantlang,MMR004003
 National Registration Card (3-fold),19,232,251,Thantlang,MMR004003
 Religious card,6,5,11,Thantlang,MMR004003
 Temporary Registration Card (white),7,23,30,Thantlang,MMR004003
 Foreign Registration Card (FRC),1,5,6,Thantlang,MMR004003
 Foreign Passport,-,23,23,Thantlang,MMR004003
 None,799,7076,7875,Thantlang,MMR004003
 Child under 10 years,1604,12295,13899,Thantlang,MMR004003
 Total,7587,42787,50374,Thantlang,MMR004003
 Citizenship Scrutiny Card (pink),6306,18097,24403,Falam,MMR004001
 Associate Scrutiny Card (blue),5,5,10,Falam,MMR004001
 Naturalised Scrutiny Card (green),1,15,16,Falam,MMR004001
 National Registration Card (3-fold),4,41,45,Falam,MMR004001
 Religious card,15,2,17,Falam,MMR004001
 Temporary Registration Card (white),3,28,31,Falam,MMR004001
 Foreign Registration Card (FRC),-,5,5,Falam,MMR004001
 Foreign Passport,-,10,10,Falam,MMR004001
 None,1139,5462,6601,Falam,MMR004001
 Child under 10 years,1619,8700,10319,Falam,MMR004001
 Total,9092,32365,41457,Falam,MMR004001
 Citizenship Scrutiny Card (pink),9203,36980,46183,Tedim,MMR004004
 Associate Scrutiny Card (blue),1,14,15,Tedim,MMR004004
 Naturalised Scrutiny Card (green),2,18,20,Tedim,MMR004004
 National Registration Card (3-fold),11,265,276,Tedim,MMR004004
 Religious card,-,18,18,Tedim,MMR004004
 Temporary Registration Card (white),-,25,25,Tedim,MMR004004
 Foreign Passport,-,29,29,Tedim,MMR004004
 None,1411,15460,16871,Tedim,MMR004004
 Child under 10 years,2824,21362,24186,Tedim,MMR004004
 Total,13452,74171,87623,Tedim,MMR004004
 Citizenship Scrutiny Card (pink),2238,7701,9939,Tonzaung,MMR004005
 Associate Scrutiny Card (blue),-,3,3,Tonzaung,MMR004005
 Naturalised Scrutiny Card (green),1,10,11,Tonzaung,MMR004005
 National Registration Card (3-fold),-,27,27,Tonzaung,MMR004005
 Religious card,2,4,6,Tonzaung,MMR004005
 Temporary Registration Card (white),-,25,25,Tonzaung,MMR004005
 Foreign Passport,-,8,8,Tonzaung,MMR004005
 None,557,3664,4221,Tonzaung,MMR004005
 Child under 10 years,979,5503,6482,Tonzaung,MMR004005
 Total,3777,16945,20722,Tonzaung,MMR004005
 Citizenship Scrutiny Card (pink),2098,1611,3709,Rihkhuadal(ST),MMR004001
 Associate Scrutiny Card (blue),1,3,4,Rihkhuadal(ST),MMR004001
 National Registration Card (3-fold),7,17,24,Rihkhuadal(ST),MMR004001
 Religious card,1,1,2,Rihkhuadal(ST),MMR004001
 Temporary Registration Card (white),-,2,2,Rihkhuadal(ST),MMR004001
 Foreign Passport,-,1,1,Rihkhuadal(ST),MMR004001
 None,638,644,1282,Rihkhuadal(ST),MMR004001
 Child under 10 years,859,737,1596,Rihkhuadal(ST),MMR004001
 Total,3604,3016,6620,Rihkhuadal(ST),MMR004001
 Citizenship Scrutiny Card (pink),925,4574,5499,Cikha(ST),MMR004005
 Associate Scrutiny Card (blue),-,4,4,Cikha(ST),MMR004005
 Naturalised Scrutiny Card (green),-,1,1,Cikha(ST),MMR004005
 National Registration Card (3-fold),-,32,32,Cikha(ST),MMR004005
 Religious card,1,-,1,Cikha(ST),MMR004005
 Temporary Registration Card (white),-,34,34,Cikha(ST),MMR004005
 Foreign Registration Card (FRC),-,6,6,Cikha(ST),MMR004005
 None,123,2315,2438,Cikha(ST),MMR004005
 Child under 10 years,401,2740,3141,Cikha(ST),MMR004005
 Total,1450,9706,11156,Cikha(ST),MMR004005
 Citizenship Scrutiny Card (pink),7508,16106,23614,Mindat,MMR004006
 Associate Scrutiny Card (blue),1,1,2,Mindat,MMR004006
 Naturalised Scrutiny Card (green),-,27,27,Mindat,MMR004006
 National Registration Card (3-fold),14,179,193,Mindat,MMR004006
 Religious card,27,51,78,Mindat,MMR004006
 Temporary Registration Card (white),-,11,11,Mindat,MMR004006
 Foreign Registration Card (FRC),1,-,1,Mindat,MMR004006
 Foreign Passport,-,11,11,Mindat,MMR004006
 None,1183,4604,5787,Mindat,MMR004006
 Child under 10 years,2771,10105,12876,Mindat,MMR004006
 Total,11505,31095,42600,Mindat,MMR004006
 Citizenship Scrutiny Card (pink),5910,16900,22810,Matupi,MMR004007
 Associate Scrutiny Card (blue),1,9,10,Matupi,MMR004007
 Naturalised Scrutiny Card (green),3,18,21,Matupi,MMR004007
 National Registration Card (3-fold),4,47,51,Matupi,MMR004007
 Religious card,6,-,6,Matupi,MMR004007
 Temporary Registration Card (white),4,55,59,Matupi,MMR004007
 Foreign Registration Card (FRC),1,-,1,Matupi,MMR004007
 Foreign Passport,5,13,18,Matupi,MMR004007
 None,710,5139,5849,Matupi,MMR004007
 Child under 10 years,1978,8283,10261,Matupi,MMR004007
 Total,8622,30464,39086,Matupi,MMR004007
 Citizenship Scrutiny Card (pink),2645,8528,11173,Kanpalet,MMR004008
 Associate Scrutiny Card (blue),-,4,4,Kanpalet,MMR004008
 Naturalised Scrutiny Card (green),-,9,9,Kanpalet,MMR004008
 National Registration Card (3-fold),1,17,18,Kanpalet,MMR004008
 Religious card,10,24,34,Kanpalet,MMR004008
 Temporary Registration Card (white),1,23,24,Kanpalet,MMR004008
 Foreign Registration Card (FRC),-,1,1,Kanpalet,MMR004008
 Foreign Passport,17,1,18,Kanpalet,MMR004008
 None,480,3027,3507,Kanpalet,MMR004008
 Child under 10 years,1005,5700,6705,Kanpalet,MMR004008
 Total,4159,17334,21493,Kanpalet,MMR004008
 Citizenship Scrutiny Card (pink),4135,27305,31440,Paletwat,MMR004009
 Associate Scrutiny Card (blue),-,25,25,Paletwat,MMR004009
 Naturalised Scrutiny Card (green),31,35,66,Paletwat,MMR004009
 National Registration Card (3-fold),34,393,427,Paletwat,MMR004009
 Religious card,17,67,84,Paletwat,MMR004009
 Temporary Registration Card (white),54,446,500,Paletwat,MMR004009
 Foreign Registration Card (FRC),1,4,5,Paletwat,MMR004009
 Foreign Passport,61,26,87,Paletwat,MMR004009
 None,832,13994,14826,Paletwat,MMR004009
 Child under 10 years,1209,16302,17511,Paletwat,MMR004009
 Total,6374,58597,64971,Paletwat,MMR004009
 Citizenship Scrutiny Card (pink),1351,5861,7212,Reazu(ST),MMR004007
 Associate Scrutiny Card (blue),-,5,5,Reazu(ST),MMR004007
 Naturalised Scrutiny Card (green),-,11,11,Reazu(ST),MMR004007
 National Registration Card (3-fold),-,9,9,Reazu(ST),MMR004007
 Religious card,1,2,3,Reazu(ST),MMR004007
 Temporary Registration Card (white),-,6,6,Reazu(ST),MMR004007
 Foreign Passport,5,-,5,Reazu(ST),MMR004007
 None,260,1344,1604,Reazu(ST),MMR004007
 Child under 10 years,612,2798,3410,Reazu(ST),MMR004007
 Total,2229,10036,12265,Reazu(ST),MMR004007
 Citizenship Scrutiny Card (pink),1530,11398,12928,Sami(ST),MMR004009
 Associate Scrutiny Card (blue),-,14,14,Sami(ST),MMR004009
 Naturalised Scrutiny Card (green),-,42,42,Sami(ST),MMR004009
 National Registration Card (3-fold),3,72,75,Sami(ST),MMR004009
 Religious card,2,22,24,Sami(ST),MMR004009
 Temporary Registration Card (white),6,121,127,Sami(ST),MMR004009
 Foreign Passport,-,10,10,Sami(ST),MMR004009
 None,754,8457,9211,Sami(ST),MMR004009
 Child under 10 years,737,8914,9651,Sami(ST),MMR004009
 Total,3032,29050,32082,Sami(ST),MMR004009
 Citizenship Scrutiny Card (pink),54461,137345,191806,Sagaing,MMR005001
 Associate Scrutiny Card (blue),27,60,87,Sagaing,MMR005001
 Naturalised Scrutiny Card (green),112,554,666,Sagaing,MMR005001
 National Registration Card (3-fold),315,2829,3144,Sagaing,MMR005001
 Religious card,1557,5506,7063,Sagaing,MMR005001
 Temporary Registration Card (white),98,144,242,Sagaing,MMR005001
 Foreign Registration Card (FRC),24,2,26,Sagaing,MMR005001
 Foreign Passport,41,62,103,Sagaing,MMR005001
 None,13254,44913,58167,Sagaing,MMR005001
 Child under 10 years,11543,34347,45890,Sagaing,MMR005001
 Total,81432,225762,307194,Sagaing,MMR005001
 Citizenship Scrutiny Card (pink),11375,58886,70261,Myinmu,MMR005002
 Associate Scrutiny Card (blue),11,19,30,Myinmu,MMR005002
 Naturalised Scrutiny Card (green),27,216,243,Myinmu,MMR005002
 National Registration Card (3-fold),37,1776,1813,Myinmu,MMR005002
 Religious card,160,510,670,Myinmu,MMR005002
 Temporary Registration Card (white),9,53,62,Myinmu,MMR005002
 Foreign Registration Card (FRC),4,1,5,Myinmu,MMR005002
 Foreign Passport,-,28,28,Myinmu,MMR005002
 None,2410,15941,18351,Myinmu,MMR005002
 Child under 10 years,2525,12998,15523,Myinmu,MMR005002
 Total,16558,90428,106986,Myinmu,MMR005002
 Citizenship Scrutiny Card (pink),5591,62932,68523,Myaung,MMR005003
 Associate Scrutiny Card (blue),-,27,27,Myaung,MMR005003
 Naturalised Scrutiny Card (green),3,131,134,Myaung,MMR005003
 National Registration Card (3-fold),53,1148,1201,Myaung,MMR005003
 Religious card,50,453,503,Myaung,MMR005003
 Temporary Registration Card (white),2,40,42,Myaung,MMR005003
 Foreign Registration Card (FRC),-,3,3,Myaung,MMR005003
 Foreign Passport,-,25,25,Myaung,MMR005003
 None,987,18878,19865,Myaung,MMR005003
 Child under 10 years,1109,14979,16088,Myaung,MMR005003
 Total,7795,98616,106411,Myaung,MMR005003
 Citizenship Scrutiny Card (pink),41417,96963,138380,Shwebo,MMR005004
 Associate Scrutiny Card (blue),70,43,113,Shwebo,MMR005004
 Naturalised Scrutiny Card (green),139,224,363,Shwebo,MMR005004
 National Registration Card (3-fold),447,1270,1717,Shwebo,MMR005004
 Religious card,946,810,1756,Shwebo,MMR005004
 Temporary Registration Card (white),75,351,426,Shwebo,MMR005004
 Foreign Registration Card (FRC),3,2,5,Shwebo,MMR005004
 Foreign Passport,18,38,56,Shwebo,MMR005004
 None,16080,41146,57226,Shwebo,MMR005004
 Child under 10 years,9841,25659,35500,Shwebo,MMR005004
 Total,69036,166506,235542,Shwebo,MMR005004
 Citizenship Scrutiny Card (pink),7543,81208,88751,Khin U,MMR005005
 Associate Scrutiny Card (blue),1,23,24,Khin U,MMR005005
 Naturalised Scrutiny Card (green),12,195,207,Khin U,MMR005005
 National Registration Card (3-fold),73,953,1026,Khin U,MMR005005
 Religious card,61,557,618,Khin U,MMR005005
 Temporary Registration Card (white),26,170,196,Khin U,MMR005005
 Foreign Passport,2,26,28,Khin U,MMR005005
 None,1952,29373,31325,Khin U,MMR005005
 Child under 10 years,1664,22618,24282,Khin U,MMR005005
 Total,11334,135123,146457,Khin U,MMR005005
 Citizenship Scrutiny Card (pink),7218,108015,115233,Wetlet,MMR005006
 Associate Scrutiny Card (blue),2,42,44,Wetlet,MMR005006
 Naturalised Scrutiny Card (green),14,365,379,Wetlet,MMR005006
 National Registration Card (3-fold),53,1922,1975,Wetlet,MMR005006
 Religious card,91,877,968,Wetlet,MMR005006
 Temporary Registration Card (white),7,227,234,Wetlet,MMR005006
 Foreign Registration Card (FRC),17,13,30,Wetlet,MMR005006
 Foreign Passport,1,35,36,Wetlet,MMR005006
 None,1952,44981,46933,Wetlet,MMR005006
 Child under 10 years,1459,28925,30384,Wetlet,MMR005006
 Total,10814,185402,196216,Wetlet,MMR005006
 Citizenship Scrutiny Card (pink),15477,141638,157115,Kambalu,MMR005007
 Associate Scrutiny Card (blue),18,65,83,Kambalu,MMR005007
 Naturalised Scrutiny Card (green),46,306,352,Kambalu,MMR005007
 National Registration Card (3-fold),59,717,776,Kambalu,MMR005007
 Religious card,141,1004,1145,Kambalu,MMR005007
 Temporary Registration Card (white),280,2005,2285,Kambalu,MMR005007
 Foreign Registration Card (FRC),-,6,6,Kambalu,MMR005007
 Foreign Passport,6,67,73,Kambalu,MMR005007
 None,4852,73310,78162,Kambalu,MMR005007
 Child under 10 years,4143,51421,55564,Kambalu,MMR005007
 Total,25022,270539,295561,Kambalu,MMR005007
 Citizenship Scrutiny Card (pink),8899,56543,65442,Kyunhlau,MMR005008
 Associate Scrutiny Card (blue),1,4,5,Kyunhlau,MMR005008
 Naturalised Scrutiny Card (green),14,34,48,Kyunhlau,MMR005008
 National Registration Card (3-fold),2,72,74,Kyunhlau,MMR005008
 Religious card,55,258,313,Kyunhlau,MMR005008
 Temporary Registration Card (white),25,156,181,Kyunhlau,MMR005008
 Foreign Registration Card (FRC),-,2,2,Kyunhlau,MMR005008
 Foreign Passport,1,3,4,Kyunhlau,MMR005008
 None,1274,16805,18079,Kyunhlau,MMR005008
 Child under 10 years,1877,18062,19939,Kyunhlau,MMR005008
 Total,12148,91939,104087,Kyunhlau,MMR005008
 Citizenship Scrutiny Card (pink),12940,58462,71402,Ye U,MMR005009
 Associate Scrutiny Card (blue),9,24,33,Ye U,MMR005009
 Naturalised Scrutiny Card (green),39,102,141,Ye U,MMR005009
 National Registration Card (3-fold),113,885,998,Ye U,MMR005009
 Religious card,221,406,627,Ye U,MMR005009
 Temporary Registration Card (white),6,134,140,Ye U,MMR005009
 Foreign Registration Card (FRC),5,-,5,Ye U,MMR005009
 Foreign Passport,19,10,29,Ye U,MMR005009
 None,4469,19534,24003,Ye U,MMR005009
 Child under 10 years,2637,18275,20912,Ye U,MMR005009
 Total,20458,97832,118290,Ye U,MMR005009
 Citizenship Scrutiny Card (pink),3104,79660,82764,Depayin,MMR005010
 Associate Scrutiny Card (blue),-,22,22,Depayin,MMR005010
 Naturalised Scrutiny Card (green),1,128,129,Depayin,MMR005010
 National Registration Card (3-fold),5,678,683,Depayin,MMR005010
 Religious card,26,471,497,Depayin,MMR005010
 Temporary Registration Card (white),-,71,71,Depayin,MMR005010
 Foreign Registration Card (FRC),-,3,3,Depayin,MMR005010
 Foreign Passport,-,17,17,Depayin,MMR005010
 None,468,29794,30262,Depayin,MMR005010
 Child under 10 years,704,25663,26367,Depayin,MMR005010
 Total,4308,136507,140815,Depayin,MMR005010
 Citizenship Scrutiny Card (pink),9533,86716,96249,Tasei,MMR005011
 Associate Scrutiny Card (blue),2,22,24,Tasei,MMR005011
 Naturalised Scrutiny Card (green),2,143,145,Tasei,MMR005011
 National Registration Card (3-fold),40,1019,1059,Tasei,MMR005011
 Religious card,24,604,628,Tasei,MMR005011
 Temporary Registration Card (white),6,193,199,Tasei,MMR005011
 Foreign Registration Card (FRC),-,1,1,Tasei,MMR005011
 Foreign Passport,1,10,11,Tasei,MMR005011
 None,2439,32960,35399,Tasei,MMR005011
 Child under 10 years,2314,29081,31395,Tasei,MMR005011
 Total,14361,150749,165110,Tasei,MMR005011
 Citizenship Scrutiny Card (pink),6436,12861,19297,Kyaukmyaung(ST),MMR005004
 Associate Scrutiny Card (blue),1,2,3,Kyaukmyaung(ST),MMR005004
 Naturalised Scrutiny Card (green),29,7,36,Kyaukmyaung(ST),MMR005004
 National Registration Card (3-fold),97,156,253,Kyaukmyaung(ST),MMR005004
 Religious card,47,104,151,Kyaukmyaung(ST),MMR005004
 Temporary Registration Card (white),6,54,60,Kyaukmyaung(ST),MMR005004
