Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Total,7599,6591,14190,Pharpon,MMR003003
 Citizenship Scrutiny Card (pink),4507,4355,8862,Kamamaung(ST},MMR003003
 Associate Scrutiny Card (blue),3,2,5,Kamamaung(ST},MMR003003
 Naturalised Scrutiny Card (green),21,8,29,Kamamaung(ST},MMR003003
 National Registration Card (3-fold),155,185,340,Kamamaung(ST},MMR003003
 Religious card,37,5,42,Kamamaung(ST},MMR003003
 Temporary Registration Card (white),75,111,186,Kamamaung(ST},MMR003003
 Foreign Passport,-,1,1,Kamamaung(ST},MMR003003
 None,2938,3268,6206,Kamamaung(ST},MMR003003
 Child under 10 years,2648,2576,5224,Kamamaung(ST},MMR003003
 Total,10384,10511,20895,Kamamaung(ST},MMR003003
 Citizenship Scrutiny Card (pink),45429,43560,88989,Myawady,MMR003005
 Associate Scrutiny Card (blue),53,57,110,Myawady,MMR003005
 Naturalised Scrutiny Card (green),285,138,423,Myawady,MMR003005
 National Registration Card (3-fold),1062,1324,2386,Myawady,MMR003005
 Religious card,682,59,741,Myawady,MMR003005
 Temporary Registration Card (white),596,652,1248,Myawady,MMR003005
 Foreign Registration Card (FRC),5,6,11,Myawady,MMR003005
 Foreign Passport,27,30,57,Myawady,MMR003005
 None,29512,28907,58419,Myawady,MMR003005
 Child under 10 years,22120,21120,43240,Myawady,MMR003005
 Total,99771,95853,195624,Myawady,MMR003005
 Citizenship Scrutiny Card (pink),1003,793,1796,Sugali(ST),MMR003005
 Associate Scrutiny Card (blue),-,2,2,Sugali(ST),MMR003005
 Naturalised Scrutiny Card (green),1,-,1,Sugali(ST),MMR003005
 National Registration Card (3-fold),6,7,13,Sugali(ST),MMR003005
 Religious card,15,2,17,Sugali(ST),MMR003005
 Temporary Registration Card (white),14,8,22,Sugali(ST),MMR003005
 Foreign Registration Card (FRC),1,1,2,Sugali(ST),MMR003005
 Foreign Passport,2,6,8,Sugali(ST),MMR003005
 None,1143,1150,2293,Sugali(ST),MMR003005
 Child under 10 years,802,747,1549,Sugali(ST),MMR003005
 Total,2987,2716,5703,Sugali(ST),MMR003005
 Citizenship Scrutiny Card (pink),1863,1645,3508,Wawlaymyaing(ST),MMR003005
 Associate Scrutiny Card (blue),1,1,2,Wawlaymyaing(ST),MMR003005
 Naturalised Scrutiny Card (green),10,1,11,Wawlaymyaing(ST),MMR003005
 National Registration Card (3-fold),18,16,34,Wawlaymyaing(ST),MMR003005
 Religious card,13,1,14,Wawlaymyaing(ST),MMR003005
 Temporary Registration Card (white),35,34,69,Wawlaymyaing(ST),MMR003005
 Foreign Passport,1,-,1,Wawlaymyaing(ST),MMR003005
 None,1621,1489,3110,Wawlaymyaing(ST),MMR003005
 Child under 10 years,1287,1177,2464,Wawlaymyaing(ST),MMR003005
 Total,4849,4364,9213,Wawlaymyaing(ST),MMR003005
 Citizenship Scrutiny Card (pink),44864,50671,95535,Kawkareik,MMR003006
 Associate Scrutiny Card (blue),31,45,76,Kawkareik,MMR003006
 Naturalised Scrutiny Card (green),344,305,649,Kawkareik,MMR003006
 National Registration Card (3-fold),1785,2480,4265,Kawkareik,MMR003006
 Religious card,839,71,910,Kawkareik,MMR003006
 Temporary Registration Card (white),734,901,1635,Kawkareik,MMR003006
 Foreign Registration Card (FRC),8,11,19,Kawkareik,MMR003006
 Foreign Passport,28,32,60,Kawkareik,MMR003006
 None,31266,35079,66345,Kawkareik,MMR003006
 Child under 10 years,25625,25223,50848,Kawkareik,MMR003006
 Total,105524,114818,220342,Kawkareik,MMR003006
 Citizenship Scrutiny Card (pink),23193,24062,47255,Kyarinseikkyi,MMR003007
 Associate Scrutiny Card (blue),28,21,49,Kyarinseikkyi,MMR003007
 Naturalised Scrutiny Card (green),148,62,210,Kyarinseikkyi,MMR003007
 National Registration Card (3-fold),1011,995,2006,Kyarinseikkyi,MMR003007
 Religious card,306,37,343,Kyarinseikkyi,MMR003007
 Temporary Registration Card (white),312,366,678,Kyarinseikkyi,MMR003007
 Foreign Registration Card (FRC),2,4,6,Kyarinseikkyi,MMR003007
 Foreign Passport,17,14,31,Kyarinseikkyi,MMR003007
 None,14643,17059,31702,Kyarinseikkyi,MMR003007
 Child under 10 years,12146,12001,24147,Kyarinseikkyi,MMR003007
 Total,51806,54621,106427,Kyarinseikkyi,MMR003007
 Citizenship Scrutiny Card (pink),17408,17322,34730,Payarthonezu(ST),MMR003007
 Associate Scrutiny Card (blue),32,16,48,Payarthonezu(ST),MMR003007
 Naturalised Scrutiny Card (green),117,35,152,Payarthonezu(ST),MMR003007
 National Registration Card (3-fold),462,428,890,Payarthonezu(ST),MMR003007
 Religious card,304,44,348,Payarthonezu(ST),MMR003007
 Temporary Registration Card (white),193,221,414,Payarthonezu(ST),MMR003007
 Foreign Registration Card (FRC),16,7,23,Payarthonezu(ST),MMR003007
 Foreign Passport,24,28,52,Payarthonezu(ST),MMR003007
 None,14916,16744,31660,Payarthonezu(ST),MMR003007
 Child under 10 years,11128,11039,22167,Payarthonezu(ST),MMR003007
 Total,44600,45884,90484,Payarthonezu(ST),MMR003007
 Citizenship Scrutiny Card (pink),7680,6634,14314,Kyaidon(ST),MMR003007
 Associate Scrutiny Card (blue),7,8,15,Kyaidon(ST),MMR003007
 Naturalised Scrutiny Card (green),26,5,31,Kyaidon(ST),MMR003007
 National Registration Card (3-fold),164,149,313,Kyaidon(ST),MMR003007
 Religious card,71,7,78,Kyaidon(ST),MMR003007
 Temporary Registration Card (white),78,128,206,Kyaidon(ST),MMR003007
 Foreign Registration Card (FRC),9,4,13,Kyaidon(ST),MMR003007
 Foreign Passport,4,1,5,Kyaidon(ST),MMR003007
 None,13229,13836,27065,Kyaidon(ST),MMR003007
 Child under 10 years,8012,7886,15898,Kyaidon(ST),MMR003007
 Total,29280,28658,57938,Kyaidon(ST),MMR003007
 Citizenship Scrutiny Card (pink),13445,15691,29136,HaKa,MMR004002
 Associate Scrutiny Card (blue),6,9,15,HaKa,MMR004002
 Naturalised Scrutiny Card (green),7,5,12,HaKa,MMR004002
 National Registration Card (3-fold),18,46,64,HaKa,MMR004002
 Religious card,26,7,33,HaKa,MMR004002
 Temporary Registration Card (white),64,44,108,HaKa,MMR004002
 Foreign Registration Card (FRC),1,1,2,HaKa,MMR004002
 Foreign Passport,15,9,24,HaKa,MMR004002
 None,3763,3897,7660,HaKa,MMR004002
 Child under 10 years,5677,5621,11298,HaKa,MMR004002
 Total,23022,25330,48352,HaKa,MMR004002
 Citizenship Scrutiny Card (pink),13337,14930,28267,Thantlang,MMR004003
 Associate Scrutiny Card (blue),3,3,6,Thantlang,MMR004003
 Naturalised Scrutiny Card (green),2,4,6,Thantlang,MMR004003
 National Registration Card (3-fold),78,173,251,Thantlang,MMR004003
 Religious card,8,3,11,Thantlang,MMR004003
 Temporary Registration Card (white),14,16,30,Thantlang,MMR004003
 Foreign Registration Card (FRC),3,3,6,Thantlang,MMR004003
 Foreign Passport,16,7,23,Thantlang,MMR004003
 None,3841,4034,7875,Thantlang,MMR004003
 Child under 10 years,7077,6822,13899,Thantlang,MMR004003
 Total,24379,25995,50374,Thantlang,MMR004003
 Citizenship Scrutiny Card (pink),11726,12677,24403,Falam,MMR004001
 Associate Scrutiny Card (blue),5,5,10,Falam,MMR004001
 Naturalised Scrutiny Card (green),10,6,16,Falam,MMR004001
 National Registration Card (3-fold),16,29,45,Falam,MMR004001
 Religious card,14,3,17,Falam,MMR004001
 Temporary Registration Card (white),16,15,31,Falam,MMR004001
 Foreign Registration Card (FRC),3,2,5,Falam,MMR004001
 Foreign Passport,6,4,10,Falam,MMR004001
 None,3387,3214,6601,Falam,MMR004001
 Child under 10 years,5167,5152,10319,Falam,MMR004001
 Total,20350,21107,41457,Falam,MMR004001
 Citizenship Scrutiny Card (pink),21575,24608,46183,Tedim,MMR004004
 Associate Scrutiny Card (blue),6,9,15,Tedim,MMR004004
 Naturalised Scrutiny Card (green),11,9,20,Tedim,MMR004004
 National Registration Card (3-fold),91,185,276,Tedim,MMR004004
 Religious card,13,5,18,Tedim,MMR004004
 Temporary Registration Card (white),9,16,25,Tedim,MMR004004
 Foreign Passport,18,11,29,Tedim,MMR004004
 None,8075,8796,16871,Tedim,MMR004004
 Child under 10 years,12129,12057,24186,Tedim,MMR004004
 Total,41927,45696,87623,Tedim,MMR004004
 Citizenship Scrutiny Card (pink),4794,5145,9939,Tonzaung,MMR004005
 Associate Scrutiny Card (blue),2,1,3,Tonzaung,MMR004005
 Naturalised Scrutiny Card (green),4,7,11,Tonzaung,MMR004005
 National Registration Card (3-fold),10,17,27,Tonzaung,MMR004005
 Religious card,6,-,6,Tonzaung,MMR004005
 Temporary Registration Card (white),9,16,25,Tonzaung,MMR004005
 Foreign Passport,5,3,8,Tonzaung,MMR004005
 None,1978,2243,4221,Tonzaung,MMR004005
 Child under 10 years,3299,3183,6482,Tonzaung,MMR004005
 Total,10107,10615,20722,Tonzaung,MMR004005
 Citizenship Scrutiny Card (pink),1871,1838,3709,Rihkhuadal(ST),MMR004001
 Associate Scrutiny Card (blue),1,3,4,Rihkhuadal(ST),MMR004001
 National Registration Card (3-fold),9,15,24,Rihkhuadal(ST),MMR004001
 Religious card,1,1,2,Rihkhuadal(ST),MMR004001
 Temporary Registration Card (white),-,2,2,Rihkhuadal(ST),MMR004001
 Foreign Passport,1,-,1,Rihkhuadal(ST),MMR004001
 None,628,654,1282,Rihkhuadal(ST),MMR004001
 Child under 10 years,762,834,1596,Rihkhuadal(ST),MMR004001
 Total,3273,3347,6620,Rihkhuadal(ST),MMR004001
 Citizenship Scrutiny Card (pink),2745,2754,5499,Cikha(ST),MMR004005
 Associate Scrutiny Card (blue),-,4,4,Cikha(ST),MMR004005
 Naturalised Scrutiny Card (green),1,-,1,Cikha(ST),MMR004005
 National Registration Card (3-fold),17,15,32,Cikha(ST),MMR004005
 Religious card,1,-,1,Cikha(ST),MMR004005
 Temporary Registration Card (white),15,19,34,Cikha(ST),MMR004005
 Foreign Registration Card (FRC),5,1,6,Cikha(ST),MMR004005
 None,1208,1230,2438,Cikha(ST),MMR004005
 Child under 10 years,1593,1548,3141,Cikha(ST),MMR004005
 Total,5585,5571,11156,Cikha(ST),MMR004005
 Citizenship Scrutiny Card (pink),10312,13302,23614,Mindat,MMR004006
 Associate Scrutiny Card (blue),-,2,2,Mindat,MMR004006
 Naturalised Scrutiny Card (green),14,13,27,Mindat,MMR004006
 National Registration Card (3-fold),93,100,193,Mindat,MMR004006
 Religious card,66,12,78,Mindat,MMR004006
 Temporary Registration Card (white),6,5,11,Mindat,MMR004006
 Foreign Registration Card (FRC),-,1,1,Mindat,MMR004006
 Foreign Passport,3,8,11,Mindat,MMR004006
 None,2717,3070,5787,Mindat,MMR004006
 Child under 10 years,6516,6360,12876,Mindat,MMR004006
 Total,19727,22873,42600,Mindat,MMR004006
 Citizenship Scrutiny Card (pink),10543,12267,22810,Matupi,MMR004007
 Associate Scrutiny Card (blue),5,5,10,Matupi,MMR004007
 Naturalised Scrutiny Card (green),9,12,21,Matupi,MMR004007
 National Registration Card (3-fold),17,34,51,Matupi,MMR004007
 Religious card,6,-,6,Matupi,MMR004007
 Temporary Registration Card (white),28,31,59,Matupi,MMR004007
 Foreign Registration Card (FRC),-,1,1,Matupi,MMR004007
 Foreign Passport,10,8,18,Matupi,MMR004007
 None,2858,2991,5849,Matupi,MMR004007
 Child under 10 years,5204,5057,10261,Matupi,MMR004007
 Total,18680,20406,39086,Matupi,MMR004007
 Citizenship Scrutiny Card (pink),5189,5984,11173,Kanpalet,MMR004008
 Associate Scrutiny Card (blue),2,2,4,Kanpalet,MMR004008
 Naturalised Scrutiny Card (green),6,3,9,Kanpalet,MMR004008
 National Registration Card (3-fold),12,6,18,Kanpalet,MMR004008
 Religious card,34,-,34,Kanpalet,MMR004008
 Temporary Registration Card (white),16,8,24,Kanpalet,MMR004008
 Foreign Registration Card (FRC),1,-,1,Kanpalet,MMR004008
 Foreign Passport,14,4,18,Kanpalet,MMR004008
 None,1684,1823,3507,Kanpalet,MMR004008
 Child under 10 years,3355,3350,6705,Kanpalet,MMR004008
 Total,10313,11180,21493,Kanpalet,MMR004008
 Citizenship Scrutiny Card (pink),15086,16354,31440,Paletwat,MMR004009
 Associate Scrutiny Card (blue),10,15,25,Paletwat,MMR004009
 Naturalised Scrutiny Card (green),42,24,66,Paletwat,MMR004009
 National Registration Card (3-fold),117,310,427,Paletwat,MMR004009
 Religious card,81,3,84,Paletwat,MMR004009
 Temporary Registration Card (white),156,344,500,Paletwat,MMR004009
 Foreign Registration Card (FRC),1,4,5,Paletwat,MMR004009
 Foreign Passport,70,17,87,Paletwat,MMR004009
 None,6598,8228,14826,Paletwat,MMR004009
 Child under 10 years,8943,8568,17511,Paletwat,MMR004009
 Total,31104,33867,64971,Paletwat,MMR004009
 Citizenship Scrutiny Card (pink),2965,4247,7212,Reazu(ST),MMR004007
 Associate Scrutiny Card (blue),1,4,5,Reazu(ST),MMR004007
 Naturalised Scrutiny Card (green),5,6,11,Reazu(ST),MMR004007
 National Registration Card (3-fold),5,4,9,Reazu(ST),MMR004007
 Religious card,3,-,3,Reazu(ST),MMR004007
 Temporary Registration Card (white),5,1,6,Reazu(ST),MMR004007
 Foreign Passport,3,2,5,Reazu(ST),MMR004007
 None,748,856,1604,Reazu(ST),MMR004007
 Child under 10 years,1736,1674,3410,Reazu(ST),MMR004007
 Total,5471,6794,12265,Reazu(ST),MMR004007
 Citizenship Scrutiny Card (pink),6864,6064,12928,Sami(ST),MMR004009
 Associate Scrutiny Card (blue),6,8,14,Sami(ST),MMR004009
 Naturalised Scrutiny Card (green),19,23,42,Sami(ST),MMR004009
 National Registration Card (3-fold),19,56,75,Sami(ST),MMR004009
 Religious card,19,5,24,Sami(ST),MMR004009
 Temporary Registration Card (white),27,100,127,Sami(ST),MMR004009
 Foreign Passport,7,3,10,Sami(ST),MMR004009
 None,3779,5432,9211,Sami(ST),MMR004009
 Child under 10 years,4926,4725,9651,Sami(ST),MMR004009
 Total,15666,16416,32082,Sami(ST),MMR004009
 Citizenship Scrutiny Card (pink),87109,104697,191806,Sagaing,MMR005001
 Associate Scrutiny Card (blue),36,51,87,Sagaing,MMR005001
 Naturalised Scrutiny Card (green),424,242,666,Sagaing,MMR005001
 National Registration Card (3-fold),1198,1946,3144,Sagaing,MMR005001
 Religious card,4243,2820,7063,Sagaing,MMR005001
 Temporary Registration Card (white),117,125,242,Sagaing,MMR005001
 Foreign Registration Card (FRC),14,12,26,Sagaing,MMR005001
 Foreign Passport,54,49,103,Sagaing,MMR005001
 None,26866,31301,58167,Sagaing,MMR005001
 Child under 10 years,23359,22531,45890,Sagaing,MMR005001
 Total,143420,163774,307194,Sagaing,MMR005001
 Citizenship Scrutiny Card (pink),32076,38185,70261,Myinmu,MMR005002
 Associate Scrutiny Card (blue),11,19,30,Myinmu,MMR005002
 Naturalised Scrutiny Card (green),141,102,243,Myinmu,MMR005002
 National Registration Card (3-fold),629,1184,1813,Myinmu,MMR005002
 Religious card,638,32,670,Myinmu,MMR005002
 Temporary Registration Card (white),35,27,62,Myinmu,MMR005002
 Foreign Registration Card (FRC),4,1,5,Myinmu,MMR005002
 Foreign Passport,6,22,28,Myinmu,MMR005002
 None,7599,10752,18351,Myinmu,MMR005002
 Child under 10 years,7810,7713,15523,Myinmu,MMR005002
 Total,48949,58037,106986,Myinmu,MMR005002
 Citizenship Scrutiny Card (pink),30646,37877,68523,Myaung,MMR005003
 Associate Scrutiny Card (blue),15,12,27,Myaung,MMR005003
 Naturalised Scrutiny Card (green),49,85,134,Myaung,MMR005003
 National Registration Card (3-fold),385,816,1201,Myaung,MMR005003
 Religious card,488,15,503,Myaung,MMR005003
 Temporary Registration Card (white),32,10,42,Myaung,MMR005003
 Foreign Registration Card (FRC),1,2,3,Myaung,MMR005003
 Foreign Passport,12,13,25,Myaung,MMR005003
 None,7851,12014,19865,Myaung,MMR005003
 Child under 10 years,8198,7890,16088,Myaung,MMR005003
 Total,47677,58734,106411,Myaung,MMR005003
 Citizenship Scrutiny Card (pink),63148,75232,138380,Shwebo,MMR005004
 Associate Scrutiny Card (blue),48,65,113,Shwebo,MMR005004
 Naturalised Scrutiny Card (green),230,133,363,Shwebo,MMR005004
 National Registration Card (3-fold),670,1047,1717,Shwebo,MMR005004
 Religious card,1594,162,1756,Shwebo,MMR005004
 Temporary Registration Card (white),198,228,426,Shwebo,MMR005004
 Foreign Registration Card (FRC),1,4,5,Shwebo,MMR005004
 Foreign Passport,22,34,56,Shwebo,MMR005004
 None,25250,31976,57226,Shwebo,MMR005004
 Child under 10 years,17794,17706,35500,Shwebo,MMR005004
 Total,108955,126587,235542,Shwebo,MMR005004
 Citizenship Scrutiny Card (pink),41383,47368,88751,Khin U,MMR005005
 Associate Scrutiny Card (blue),9,15,24,Khin U,MMR005005
 Naturalised Scrutiny Card (green),129,78,207,Khin U,MMR005005
 National Registration Card (3-fold),417,609,1026,Khin U,MMR005005
 Religious card,591,27,618,Khin U,MMR005005
 Temporary Registration Card (white),95,101,196,Khin U,MMR005005
 Foreign Passport,13,15,28,Khin U,MMR005005
 None,13037,18288,31325,Khin U,MMR005005
 Child under 10 years,12255,12027,24282,Khin U,MMR005005
 Total,67929,78528,146457,Khin U,MMR005005
 Citizenship Scrutiny Card (pink),54258,60975,115233,Wetlet,MMR005006
 Associate Scrutiny Card (blue),22,22,44,Wetlet,MMR005006
 Naturalised Scrutiny Card (green),255,124,379,Wetlet,MMR005006
 National Registration Card (3-fold),678,1297,1975,Wetlet,MMR005006
 Religious card,946,22,968,Wetlet,MMR005006
 Temporary Registration Card (white),120,114,234,Wetlet,MMR005006
 Foreign Registration Card (FRC),14,16,30,Wetlet,MMR005006
 Foreign Passport,12,24,36,Wetlet,MMR005006
 None,18414,28519,46933,Wetlet,MMR005006
 Child under 10 years,15370,15014,30384,Wetlet,MMR005006
 Total,90089,106127,196216,Wetlet,MMR005006
 Citizenship Scrutiny Card (pink),75145,81970,157115,Kambalu,MMR005007
 Associate Scrutiny Card (blue),35,48,83,Kambalu,MMR005007
 Naturalised Scrutiny Card (green),231,121,352,Kambalu,MMR005007
 National Registration Card (3-fold),351,425,776,Kambalu,MMR005007
 Religious card,1051,94,1145,Kambalu,MMR005007
 Temporary Registration Card (white),896,1389,2285,Kambalu,MMR005007
 Foreign Registration Card (FRC),3,3,6,Kambalu,MMR005007
 Foreign Passport,33,40,73,Kambalu,MMR005007
 None,34058,44104,78162,Kambalu,MMR005007
 Child under 10 years,28141,27423,55564,Kambalu,MMR005007
 Total,139944,155617,295561,Kambalu,MMR005007
 Citizenship Scrutiny Card (pink),31860,33582,65442,Kyunhlau,MMR005008
 Associate Scrutiny Card (blue),2,3,5,Kyunhlau,MMR005008
 Naturalised Scrutiny Card (green),27,21,48,Kyunhlau,MMR005008
 National Registration Card (3-fold),38,36,74,Kyunhlau,MMR005008
 Religious card,287,26,313,Kyunhlau,MMR005008
 Temporary Registration Card (white),102,79,181,Kyunhlau,MMR005008
 Foreign Registration Card (FRC),1,1,2,Kyunhlau,MMR005008
 Foreign Passport,2,2,4,Kyunhlau,MMR005008
 None,8864,9215,18079,Kyunhlau,MMR005008
 Child under 10 years,9942,9997,19939,Kyunhlau,MMR005008
 Total,51125,52962,104087,Kyunhlau,MMR005008
 Citizenship Scrutiny Card (pink),29720,41682,71402,Ye U,MMR005009
 Associate Scrutiny Card (blue),18,15,33,Ye U,MMR005009
 Naturalised Scrutiny Card (green),90,51,141,Ye U,MMR005009
 National Registration Card (3-fold),293,705,998,Ye U,MMR005009
 Religious card,568,59,627,Ye U,MMR005009
 Temporary Registration Card (white),44,96,140,Ye U,MMR005009
 Foreign Registration Card (FRC),3,2,5,Ye U,MMR005009
 Foreign Passport,19,10,29,Ye U,MMR005009
 None,10020,13983,24003,Ye U,MMR005009
 Child under 10 years,10647,10265,20912,Ye U,MMR005009
 Total,51422,66868,118290,Ye U,MMR005009
 Citizenship Scrutiny Card (pink),38131,44633,82764,Depayin,MMR005010
 Associate Scrutiny Card (blue),12,10,22,Depayin,MMR005010
 Naturalised Scrutiny Card (green),80,49,129,Depayin,MMR005010
 National Registration Card (3-fold),251,432,683,Depayin,MMR005010
 Religious card,482,15,497,Depayin,MMR005010
 Temporary Registration Card (white),35,36,71,Depayin,MMR005010
 Foreign Registration Card (FRC),1,2,3,Depayin,MMR005010
 Foreign Passport,8,9,17,Depayin,MMR005010
 None,12150,18112,30262,Depayin,MMR005010
 Child under 10 years,13246,13121,26367,Depayin,MMR005010
 Total,64396,76419,140815,Depayin,MMR005010
 Citizenship Scrutiny Card (pink),41357,54892,96249,Tasei,MMR005011
 Associate Scrutiny Card (blue),10,14,24,Tasei,MMR005011
 Naturalised Scrutiny Card (green),78,67,145,Tasei,MMR005011
 National Registration Card (3-fold),335,724,1059,Tasei,MMR005011
 Religious card,602,26,628,Tasei,MMR005011
 Temporary Registration Card (white),50,149,199,Tasei,MMR005011
 Foreign Registration Card (FRC),1,-,1,Tasei,MMR005011
 Foreign Passport,5,6,11,Tasei,MMR005011
 None,14154,21245,35399,Tasei,MMR005011
 Child under 10 years,15883,15512,31395,Tasei,MMR005011
 Total,72475,92635,165110,Tasei,MMR005011
 Citizenship Scrutiny Card (pink),9217,10080,19297,Kyaukmyaung(ST),MMR005004
 Associate Scrutiny Card (blue),2,1,3,Kyaukmyaung(ST),MMR005004
 Naturalised Scrutiny Card (green),20,16,36,Kyaukmyaung(ST),MMR005004
 National Registration Card (3-fold),105,148,253,Kyaukmyaung(ST),MMR005004
